id,date,home_team,away_team,home_points,away_points
1037960,2023-12-20,Brooklyn Nets,New York Knicks,102,121
1037963,2023-12-20,Houston Rockets,Atlanta Hawks,127,134
1037962,2023-12-20,Chicago Bulls,Los Angeles Lakers,124,108
1037964,2023-12-20,Dallas Mavericks,LA Clippers,111,120
1037965,2023-12-20,Sacramento Kings,Boston Celtics,119,144
1037970,2023-12-21,Milwaukee Bucks,Orlando Magic,118,114
1037972,2023-12-21,Minnesota Timberwolves,Los Angeles Lakers,118,111
1037967,2023-12-21,Cleveland Cavaliers,New Orleans Pelicans,104,123
1037973,2023-12-21,Portland Trail Blazers,Washington Wizards,117,118
1037969,2023-12-21,Memphis Grizzlies,Indiana Pacers,116,103
1037966,2023-12-21,Detroit Pistons,Utah Jazz,111,119
1037968,2023-12-21,Chicago Bulls,San Antonio Spurs,114,95
1037971,2023-12-21,Oklahoma City Thunder,LA Clippers,134,115
1037977,2023-12-22,Houston Rockets,Dallas Mavericks,122,96
1037975,2023-12-22,Brooklyn Nets,Denver Nuggets,117,122
1037974,2023-12-22,Philadelphia 76ers,Toronto Raptors,121,111
1037978,2023-12-22,Golden State Warriors,Washington Wizards,129,118
1037979,2023-12-22,Sacramento Kings,Phoenix Suns,120,105
1037976,2023-12-22,Miami Heat,Atlanta Hawks,122,113
1037988,2023-12-23,Chicago Bulls,Cleveland Cavaliers,95,109
1037990,2023-12-23,Dallas Mavericks,San Antonio Spurs,144,119
1037992,2023-12-23,Sacramento Kings,Minnesota Timberwolves,98,110
1037991,2023-12-23,Golden State Warriors,Portland Trail Blazers,126,106
1037984,2023-12-23,New Orleans Pelicans,Houston Rockets,104,106
1037981,2023-12-23,LA Clippers,Boston Celtics,108,145
1037980,2023-12-23,New York Knicks,Milwaukee Bucks,111,130
1037983,2023-12-23,Indiana Pacers,Orlando Magic,110,117
1037982,2023-12-23,Charlotte Hornets,Denver Nuggets,95,102
1037987,2023-12-23,Toronto Raptors,Utah Jazz,119,126
1037986,2023-12-23,Brooklyn Nets,Detroit Pistons,126,115
1037985,2023-12-23,Atlanta Hawks,Memphis Grizzlies,119,125
1037989,2023-12-23,Oklahoma City Thunder,Los Angeles Lakers,120,129
1037997,2023-12-25,Phoenix Suns,Dallas Mavericks,114,128
1037993,2023-12-25,New York Knicks,Milwaukee Bucks,129,122
1037994,2023-12-25,Denver Nuggets,Golden State Warriors,120,114
1037996,2023-12-25,Miami Heat,Philadelphia 76ers,119,113
